"FUND_CODE","FUND_NAME","ITEM_TYPE","SOURCE_DESCRIPTION","CATEGORY","src.cat"
"2747U","Klare, Wm & E. Schlrshp","651250004215","MSU","Gift Aid","MSU_GiftAid"
"2749","Krieg Scholarship","651250004220","MSU","Gift Aid","MSU_GiftAid"
"2750","Marge Karker-Farm Bureau","651250004225","MSU","Gift Aid","MSU_GiftAid"
"2808","SC Lee","651250004226","MSU","Gift Aid","MSU_GiftAid"
"2751","Bailey Scholars Scholarship","651250004227","MSU","Gift Aid","MSU_GiftAid"
"2753","King,Martin Luther Award","651250004230","MSU","Gift Aid","MSU_GiftAid"
"2754","Khaghany Memorial Schlr","651250004235","MSU","Gift Aid","MSU_GiftAid"
"2754A","Edson, Daniel and Debra","651250004240","MSU","Gift Aid","MSU_GiftAid"
"2755","Robert Gustafson Award","651250004245","MSU","Gift Aid","MSU_GiftAid"
"2756","Kelley, Charles Hayden","651250004250","MSU","Gift Aid","MSU_GiftAid"
"2757","Hatcher Glen Jr Do Award","651250004255","MSU","Gift Aid","MSU_GiftAid"
"2758","Harlton Bruce & Kathryn","651250004260","MSU","Gift Aid","MSU_GiftAid"
"2759","Kragt Endowed Schlrshp","651250004265","MSU","Gift Aid","MSU_GiftAid"
"2760","Saginaw Medical Excelnce","651250004270","MSU","Gift Aid","MSU_GiftAid"
"2761","Leavengood, Robert Award","651250004275","MSU","Gift Aid","MSU_GiftAid"
"2764","Charles, Ruth Mink Endow","651250004285","MSU","Gift Aid","MSU_GiftAid"
"2765","Kraeer, Margaret B Shlr","651250004290","MSU","Gift Aid","MSU_GiftAid"
"2767","Lowe William Award","651250004295","MSU","Gift Aid","MSU_GiftAid"
"2768","Hinderer Don Mem Schlrs","651250004300","MSU","Gift Aid","MSU_GiftAid"
"2769","LaTour Family Endowment","651250004305","MSU","Gift Aid","MSU_GiftAid"
"2772","West Michigan Scholarshp","651250004310","MSU","Gift Aid","MSU_GiftAid"
"2772A","Cleland Family Award","651250004315","MSU","Gift Aid","MSU_GiftAid"
"2773","LeBeau, Eloise & Eloise","651250004320","MSU","Gift Aid","MSU_GiftAid"
"2774","Keaton, Norene Memorial","651250004325","MSU","Gift Aid","MSU_GiftAid"
"2777","English,Ivon A Schlrshp","651250004330","MSU","Gift Aid","MSU_GiftAid"
"2778","Grtr Lansing Convention","651250004335","MSU","Gift Aid","MSU_GiftAid"
"2782P","Sidotti Accounting Scho","651250004345","MSU","Gift Aid","MSU_GiftAid"
"2783P","Wiegand Account Schol","651250004355","MSU","Gift Aid","MSU_GiftAid"
"2784","Burkhardt, Thomas A Schl","651250004360","MSU","Gift Aid","MSU_GiftAid"
"2791","Lebenbom-Mansour Do Awrd","651250004365","MSU","Gift Aid","MSU_GiftAid"
"2793","Ferris,Jake & Maxine Sch","651250004370","MSU","Gift Aid","MSU_GiftAid"
"2795P","Palgut, Michelle Horback","651250004375","MSU","Gift Aid","MSU_GiftAid"
"2797","Amici Ida & Filomena","651250004380","MSU","Gift Aid","MSU_GiftAid"
"2798","Bach Chemistry Award","651250004385","MSU","Gift Aid","MSU_GiftAid"
"2802","Larian Memorial Schlrshp","651250004390","MSU","Gift Aid","MSU_GiftAid"
"2802A","Lifeline Scholarship","651250004395","MSU","Gift Aid","MSU_GiftAid"
"2802B","Jackson - Computer Scien","651250004400","MSU","Gift Aid","MSU_GiftAid"
"2802D","Bertonlin Engineering","651250004405","MSU","Gift Aid","MSU_GiftAid"
"2803","Lansing Ad Club Schlrshp","651250004410","MSU","Gift Aid","MSU_GiftAid"
"2805","Borgatti Alfred Award","651250004415","MSU","Gift Aid","MSU_GiftAid"
"2806","Mackenzie Davis Schlrsp","651250004416","MSU","Gift Aid","MSU_GiftAid"
"2804","Lauff Schol Tuit Awd","651250004417","MSU","Gift Aid","MSU_GiftAid"
"2807","Stein Scholarship","651250004420","MSU","Gift Aid","MSU_GiftAid"
"2809","Sherratt Scholarship","651250004425","MSU","Gift Aid","MSU_GiftAid"
"2811","Lawson, George B Schlr","651250004430","MSU","Gift Aid","MSU_GiftAid"
"2812","Lorimer Margaret Endowed","651250004435","MSU","Gift Aid","MSU_GiftAid"
"2813","Luker, Leonard Mem Schlr","651250004440","MSU","Gift Aid","MSU_GiftAid"
"2815","Lord, Kenneth J Schol","651250004445","MSU","Gift Aid","MSU_GiftAid"
"2816","Alida Sherwood Larsen","651250004450","MSU","Gift Aid","MSU_GiftAid"
"2817","Gelbke Graduate Award","651250004451","MSU","Gift Aid","MSU_GiftAid"
"2819","Reetz Family HC Scholars","651250004455","MSU","Gift Aid","MSU_GiftAid"
"2822","Leyton, Nelson Schlrshp","651250004460","MSU","Gift Aid","MSU_GiftAid"
"2825","MSU Com Student Assn","651250004465","MSU","Gift Aid","MSU_GiftAid"
"2827","Hart Martin Memorial","651250004475","MSU","Gift Aid","MSU_GiftAid"
"2829","Martin, Marie Howell Est","651250004480","MSU","Gift Aid","MSU_GiftAid"
"2828","Finance Excellence","651250004481","MSU","Gift Aid","MSU_GiftAid"
"2829G","Human Development","651250004482","MSU","Gift Aid","MSU_GiftAid"
"2831","Leslie, Audrey & John","651250004485","MSU","Gift Aid","MSU_GiftAid"
"2832","Linnell, Paul MD Schlr","651250004490","MSU","Gift Aid","MSU_GiftAid"
"2833","Livestock Industry Schlr","651250004495","MSU","Gift Aid","MSU_GiftAid"
"2838","Gerisch Richard Award","651250004500","MSU","Gift Aid","MSU_GiftAid"
"2841","Laird, Walter Memorial","651250004505","MSU","Gift Aid","MSU_GiftAid"
"2839","Philip Snyder Scholarship","651250004506","MSU","Gift Aid","MSU_GiftAid"
"2842","Merry, Pamela Schlarship","651250004510","MSU","Gift Aid","MSU_GiftAid"
"2840","Montemurri-Lawrence","651250004511","MSU","Gift Aid","MSU_GiftAid"
"2844A","Rout Williams Award","651250004515","MSU","Gift Aid","MSU_GiftAid"
"2844B","Potchen Eleanor Award","651250004520","MSU","Gift Aid","MSU_GiftAid"
"2844D","Carlisle/Pickering Award","651250004525","MSU","Gift Aid","MSU_GiftAid"
"2844E","Schechter Michael Award","651250004530","MSU","Gift Aid","MSU_GiftAid"
"2844G","Lash Larrowe/Adams Award","651250004536","MSU","Gift Aid","MSU_GiftAid"
"2844J","Hamilton Ruth Award","651250004541","MSU","Gift Aid","MSU_GiftAid"
"2844M","Butcher/Stiles Award","651250004545","MSU","Gift Aid","MSU_GiftAid"
"2844N","Potchen Geraldine Award","651250004546","MSU","Gift Aid","MSU_GiftAid"
"2844O","Potchen/Siebert Award","651250004550","MSU","Gift Aid","MSU_GiftAid"
"2844R","Cooper/Griggs Award","651250004560","MSU","Gift Aid","MSU_GiftAid"
"2844V","Potchen Family Award","651250004566","MSU","Gift Aid","MSU_GiftAid"
"2844U","Simon/Webb Award","651250004570","MSU","Gift Aid","MSU_GiftAid"
"2844W","Carter/Heil Award","651250004571","MSU","Gift Aid","MSU_GiftAid"
"2844Z","UURAF Grnd Prz SciMthEng","651250004580","MSU","Gift Aid","MSU_GiftAid"
"2846","Present, Nathan & Clara","651250004585","MSU","Gift Aid","MSU_GiftAid"
"2847","Simpson Endowed Strings","651250004590","MSU","Gift Aid","MSU_GiftAid"
"2848A","CVM Weisser","651250004595","MSU","Gift Aid","MSU_GiftAid"
"2848B","CVM Belle","651250004600","MSU","Gift Aid","MSU_GiftAid"
"2848D","CVM Stone","651250004605","MSU","Gift Aid","MSU_GiftAid"
"2848E","CVM Zantop","651250004610","MSU","Gift Aid","MSU_GiftAid"
"2848F","CVM Elsesser","651250004615","MSU","Gift Aid","MSU_GiftAid"
"2848G","CVM Freier","651250004620","MSU","Gift Aid","MSU_GiftAid"
"2848H","CVM Coffman","651250004625","MSU","Gift Aid","MSU_GiftAid"
"2848K","CVM Salsbury Award","651250004635","MSU","Gift Aid","MSU_GiftAid"
"2848M","CVM Wiegand Family","651250004640","MSU","Gift Aid","MSU_GiftAid"
"2848N","CVM Richardson","651250004641","MSU","Gift Aid","MSU_GiftAid"
"2848P","CVM Smith","651250004642","MSU","Gift Aid","MSU_GiftAid"
"2848Q","CVM Langham","651250004643","MSU","Gift Aid","MSU_GiftAid"
"2849","Blue Care Network of MI","651250004645","MSU","Gift Aid","MSU_GiftAid"
"2850","MSU Club - West Michigan","651250004650","MSU","Gift Aid","MSU_GiftAid"
"2851","Miller/Wilson","651250004655","MSU","Gift Aid","MSU_GiftAid"
"2854","Mook, Marily Endowed Sch","651250004660","MSU","Gift Aid","MSU_GiftAid"
"2861P","Mccurry Russell & Vera","651250004665","MSU","Gift Aid","MSU_GiftAid"
"2863","McQuillan, Wm & Mary","651250004670","MSU","Gift Aid","MSU_GiftAid"
"2864","Marriott Willard&Alice","651250004675","MSU","Gift Aid","MSU_GiftAid"
"2865","Murray George & Dorothy","651250004680","MSU","Gift Aid","MSU_GiftAid"
"2866B","Hoagland-Metzler Sp Corn","651250004685","MSU","Gift Aid","MSU_GiftAid"
"2867","MSU Fed Crdt Union Study","651250004690","MSU","Gift Aid","MSU_GiftAid"
"2862","The Daugherty Family","651250004691","MSU","Gift Aid","MSU_GiftAid"
"2867E","Heckman Ed Abroad Award","651250004692","MSU","Gift Aid","MSU_GiftAid"
"2867A","Haupricht-Rockquemore","651250004695","MSU","Gift Aid","MSU_GiftAid"
"2867D","Durham and Farnham","651250004696","MSU","Gift Aid","MSU_GiftAid"
"2867B","Gordon & Marilyn Fosburg","651250004700","MSU","Gift Aid","MSU_GiftAid"
"2867F","Ann and Edward Imgrund","651250004701","MSU","Gift Aid","MSU_GiftAid"
"2868","Mccartney,Mary Study Abd","651250004705","MSU","Gift Aid","MSU_GiftAid"
"2869","Alumni Endowed Schlrshp","651250004710","MSU","Gift Aid","MSU_GiftAid"
"2870","Hodjat, Ziba & Batman VM","651250004715","MSU","Gift Aid","MSU_GiftAid"
"2872","Anderson, Robert T Award","651250004720","MSU","Gift Aid","MSU_GiftAid"
"2873A","Dahl Huver Orchestra Sch","651250004730","MSU","Gift Aid","MSU_GiftAid"
"2874","Wendorf, Janet Endowed","651250004735","MSU","Gift Aid","MSU_GiftAid"
"2878P","Accounting Department","651250004740","MSU","Gift Aid","MSU_GiftAid"
"2879","Lentz Memorial Schlrship","651250004745","MSU","Gift Aid","MSU_GiftAid"
"2880","Actuary Science Exam","651250004750","MSU","Gift Aid","MSU_GiftAid"
"2881","Lloyd","651250004755","MSU","Gift Aid","MSU_GiftAid"
"2884","Mulrenan Nancy A Scholar","651250004760","MSU","Gift Aid","MSU_GiftAid"
"2877","Nicholas Labedz","651250004761","MSU","Gift Aid","MSU_GiftAid"
"2885","Mason, John M Sci Schlr","651250004765","MSU","Gift Aid","MSU_GiftAid"
"2886","Madison, Jms Coll Schlr","651250004770","MSU","Gift Aid","MSU_GiftAid"
"2891","David Rudd Scholarship","651250004775","MSU","Gift Aid","MSU_GiftAid"
"2892A","Buben Scholarship","651250004780","MSU","Gift Aid","MSU_GiftAid"
"2893","McCord, Paul Memorial","651250004785","MSU","Gift Aid","MSU_GiftAid"
"2894","Kilbourn/DiStefano Award","651250004790","MSU","Gift Aid","MSU_GiftAid"
"2896","MSU Alumni Assoc Sch","651250004795","MSU","Gift Aid","MSU_GiftAid"
"2897","Mika, Margaret Schlrshp","651250004800","MSU","Gift Aid","MSU_GiftAid"
"2900","McColly, H & E Schlrshp","651250004805","MSU","Gift Aid","MSU_GiftAid"
"2902","McPherson, Peter M Award","651250004810","MSU","Gift Aid","MSU_GiftAid"
"2902A","Adler Study Abroad","651250004811","MSU","Gift Aid","MSU_GiftAid"
"2905Q","JMC Habib Muslim Study","651250004815","MSU","Gift Aid","MSU_GiftAid"
"2907","McDevitt Osteo Memorial","651250004820","MSU","Gift Aid","MSU_GiftAid"
"2908","Mi Assoc As Ind Phy Schl","651250004825","MSU","Gift Aid","MSU_GiftAid"
"2909","Mid Mi Med Society Schlr","651250004830","MSU","Gift Aid","MSU_GiftAid"
"2911P","McWhirter,Richard & Barb","651250004835","MSU","Gift Aid","MSU_GiftAid"
"2912","McKenna Timothy Osteo","651250004840","MSU","Gift Aid","MSU_GiftAid"
"2913","Driessnack Spartan","651250004845","MSU","Gift Aid","MSU_GiftAid"
"2914P","Clemens Donna Memorial","651250004855","MSU","Gift Aid","MSU_GiftAid"
"2915","McBride Glynn Farmer Sch","651250004860","MSU","Gift Aid","MSU_GiftAid"
"2917","MSU Alumni-Gr Traverse","651250004865","MSU","Gift Aid","MSU_GiftAid"
"2920A","Richardson Award","651250004870","MSU","Gift Aid","MSU_GiftAid"
"2920E","Duvall, Russell Award","651250004875","MSU","Gift Aid","MSU_GiftAid"
"2920F","MICROBILOLOGY Kelker","651250004880","MSU","Gift Aid","MSU_GiftAid"
"2920H","Microbiology Bauer","651250004881","MSU","Gift Aid","MSU_GiftAid"
"2920G","Microbiology Evans","651250004882","MSU","Gift Aid","MSU_GiftAid"
"2921","MSU Alumni Club Mid-Mich","651250004885","MSU","Gift Aid","MSU_GiftAid"
"2921A","MSU Alum Club Sacramento","651250004890","MSU","Gift Aid","MSU_GiftAid"
"2924","Metro Detroit Flower Sch","651250004895","MSU","Gift Aid","MSU_GiftAid"
"2925","Merva George&Betty Schl","651250004900","MSU","Gift Aid","MSU_GiftAid"
"2925A","Deboer Family Fund","651250004905","MSU","Gift Aid","MSU_GiftAid"
"2926","Gliozzo Muslim Studies","651250004910","MSU","Gift Aid","MSU_GiftAid"
"2931","Mandenberg Scholarship","651250004915","MSU","Gift Aid","MSU_GiftAid"
"2930","Mozer, Richard Scholarsh","651250004916","MSU","Gift Aid","MSU_GiftAid"
"2933","Mich Dairy Mem Schlrshp","651250004920","MSU","Gift Aid","MSU_GiftAid"
"2933A","Dilland Michigan Dairy","651250004925","MSU","Gift Aid","MSU_GiftAid"
"2933D","Hazle MI Dairy Memorial","651250004930","MSU","Gift Aid","MSU_GiftAid"
"2934","MSU Black Alum Schlrshp","651250004935","MSU","Gift Aid","MSU_GiftAid"
"2934P","Magic Johnson MSUBA","651250004937","MSU","Gift Aid","MSU_GiftAid"
"2934A","Yates Endowed Schlrshp","651250004940","MSU","Gift Aid","MSU_GiftAid"
"2934D","Saunders Jones MSUBA","651250004945","MSU","Gift Aid","MSU_GiftAid"
"2934S","Kennedy/Turpin Family","651250004947","MSU","Gift Aid","MSU_GiftAid"
"2934E","MSUBA Terry Curly Young","651250004950","MSU","Gift Aid","MSU_GiftAid"
"2934F","Gregory Eaton MSUBA","651250004955","MSU","Gift Aid","MSU_GiftAid"
"2934G","Smith & Clarke MSUBA","651250004960","MSU","Gift Aid","MSU_GiftAid"
"2934N","Kennedy Turpin Alpha Kappa Alpha","651250004961","MSU","Gift Aid","MSU_GiftAid"
"2934J","Robinson Nunn MSUBA Endowed","651250004971","MSU","Gift Aid","MSU_GiftAid"
"2935","Falkner Winthrop","651250004975","MSU","Gift Aid","MSU_GiftAid"
"2937","Robert L Green MSUBA","651250004980","MSU","Gift Aid","MSU_GiftAid"
"2940","MSUB Oakland Cty Exp","651250004986","MSU","Gift Aid","MSU_GiftAid"
"2941","Rykala Award","651250004990","MSU","Gift Aid","MSU_GiftAid"
"2943","Music National Ledrshp","651250004995","MSU","Gift Aid","MSU_GiftAid"
"2944","Mechanic-Whitener Award","651250005000","MSU","Gift Aid","MSU_GiftAid"
"2945","Dorr Endowed Scholarship","651250005005","MSU","Gift Aid","MSU_GiftAid"
"2946","Ashley, Bruce & Sharon","651250005010","MSU","Gift Aid","MSU_GiftAid"
"2947","McKenny, June & Owen Sch","651250005015","MSU","Gift Aid","MSU_GiftAid"
"2949","McNabb, Fred Scholarship","651250005020","MSU","Gift Aid","MSU_GiftAid"
"2955","Moran, Patrick Award","651250005025","MSU","Gift Aid","MSU_GiftAid"
"2954","James Houchens","651250005026","MSU","Gift Aid","MSU_GiftAid"
"2961C","Gram Endowed Scholarship","651250005035","MSU","Gift Aid","MSU_GiftAid"
"2962","Marston, Janice Schlrshp","651250005040","MSU","Gift Aid","MSU_GiftAid"
"2963","Mi Centennial Farms Schl","651250005045","MSU","Gift Aid","MSU_GiftAid"
"2965A","Weekend MBA Alumni Award","651250005050","MSU","Gift Aid","MSU_GiftAid"
"2965E","MBA - Notarainni Award","651250005060","MSU","Gift Aid","MSU_GiftAid"
"2966","Springman, Amber Cody","651250005065","MSU","Gift Aid","MSU_GiftAid"
"2967","Jesmore, Kenneth & Carol","651250005066","MSU","Gift Aid","MSU_GiftAid"
"2968","Nelson-Mclellan Mem Schp","651250005070","MSU","Gift Aid","MSU_GiftAid"
"2969","Whittam, Thomas Grad Stu","651250005075","MSU","Gift Aid","MSU_GiftAid"
"2970","MSU Endowed Scholarship","651250005080","MSU","Gift Aid","MSU_GiftAid"
"2971","Ohl, Emerson & Dorothy","651250005085","MSU","Gift Aid","MSU_GiftAid"
"2972","Class of 1963 Endowed","651250005090","MSU","Gift Aid","MSU_GiftAid"
"2973","Marosi Surgery Award","651250005095","MSU","Gift Aid","MSU_GiftAid"
"2974","Newman Louise Award","651250005100","MSU","Gift Aid","MSU_GiftAid"
"2976","Jessup, David & Mary Sch","651250005105","MSU","Gift Aid","MSU_GiftAid"
"2977","Elliott, Geraldine Endow","651250005110","MSU","Gift Aid","MSU_GiftAid"
"2978","Murray, Sterling Schlr","651250005115","MSU","Gift Aid","MSU_GiftAid"
"2979","Cotterman,Sharon Mckenze","651250005120","MSU","Gift Aid","MSU_GiftAid"
"2980B","Godfrey Endowed","651250005125","MSU","Gift Aid","MSU_GiftAid"
"2980D","Gannett Hispanics Award","651250005130","MSU","Gift Aid","MSU_GiftAid"
"2980G","Journalism Bradley","651250005135","MSU","Gift Aid","MSU_GiftAid"
"2980H","Journalism Burton","651250005140","MSU","Gift Aid","MSU_GiftAid"
"2982","Harris, Arthur Jr.","651250005145","MSU","Gift Aid","MSU_GiftAid"
"2984","Johnson Coleman Endowed","651250005155","MSU","Gift Aid","MSU_GiftAid"
"2986","Manderfield Scholarship","651250005160","MSU","Gift Aid","MSU_GiftAid"
"2994","O'Donovan Karen&Timothy","651250005170","MSU","Gift Aid","MSU_GiftAid"
"2996","Moore Michael Award","651250005175","MSU","Gift Aid","MSU_GiftAid"
"2997B","OCAT Award","651250005180","MSU","Gift Aid","MSU_GiftAid"
"2999","Kruger Daniel Award","651250005185","MSU","Gift Aid","MSU_GiftAid"
"3003","Niland Family Award","651250005190","MSU","Gift Aid","MSU_GiftAid"
"3004","Meyers, W Cameron Schlr","651250005195","MSU","Gift Aid","MSU_GiftAid"
"3005","Kennelley Scholarship","651250005196","MSU","Gift Aid","MSU_GiftAid"
"3013E","Vet Med Diener","651250005205","MSU","Gift Aid","MSU_GiftAid"
"3013F","Vet Med Sales","651250005210","MSU","Gift Aid","MSU_GiftAid"
"3013J","VM Westminster Kennel Cl","651250005215","MSU","Gift Aid","MSU_GiftAid"
"3016","Neff David Osteo Award","651250005225","MSU","Gift Aid","MSU_GiftAid"
"3017B","NWD","651250005230","MSU","Gift Aid","MSU_GiftAid"
"3017E","Glenn & Anita Dean","651250005240","MSU","Gift Aid","MSU_GiftAid"
"3017F","K and M Schwartz","651250005245","MSU","Gift Aid","MSU_GiftAid"
"3017G","RCPD Powell Scholarship","651250005246","MSU","Gift Aid","MSU_GiftAid"
"3017H","Hertel, Dorothy & Edward","651250005250","MSU","Gift Aid","MSU_GiftAid"
"3017I","John and Dr Sandin","651250005255","MSU","Gift Aid","MSU_GiftAid"
"3017J","Angelea & Richard Strawn","651250005260","MSU","Gift Aid","MSU_GiftAid"
"3017K","Vermeesch Regnier Nursin","651250005265","MSU","Gift Aid","MSU_GiftAid"
"3017M","Charles & Marje Gliozzo","651250005270","MSU","Gift Aid","MSU_GiftAid"
"3017N","Behavioral Health Nurse","651250005275","MSU","Gift Aid","MSU_GiftAid"
"3018F","Natural Science Schlr","651250005280","MSU","Gift Aid","MSU_GiftAid"
"3018P","Miller, Dolores Schlrsp","651250005285","MSU","Gift Aid","MSU_GiftAid"
"3019","Nat Sci Culpepper","651250005290","MSU","Gift Aid","MSU_GiftAid"
"3020","Pringle and Hisso Scholr","651250005295","MSU","Gift Aid","MSU_GiftAid"
"3021","Torrez Award","651250005296","MSU","Gift Aid","MSU_GiftAid"
"3022","Noll Scholarship","651250005300","MSU","Gift Aid","MSU_GiftAid"
"3024D","Excellence in Teaching","651250005310","MSU","Gift Aid","MSU_GiftAid"
"3026","Noyes, Laverne Schlrshp","651250005315","MSU","Gift Aid","MSU_GiftAid"
"3028","Nelson-Maclellan Endowed","651250005320","MSU","Gift Aid","MSU_GiftAid"
"3031","Oakland County Osteo","651250005325","MSU","Gift Aid","MSU_GiftAid"
"3030","Glassen Scholarship Progr","651250005326","MSU","Gift Aid","MSU_GiftAid"
"3033B","Costabile Scholarship","651250005330","MSU","Gift Aid","MSU_GiftAid"
"3033D","Neer-Swantko Scholarship","651250005335","MSU","Gift Aid","MSU_GiftAid"
"3033E","Barrett Discretionary","651250005340","MSU","Gift Aid","MSU_GiftAid"
"3033F","Barrett Endowed Schol","651250005345","MSU","Gift Aid","MSU_GiftAid"
"3033G","American Proficiency Ins","651250005350","MSU","Gift Aid","MSU_GiftAid"
"3036E","Hollander Award","651250005355","MSU","Gift Aid","MSU_GiftAid"
"3036F","Taylor Marketing","651250005360","MSU","Gift Aid","MSU_GiftAid"
"3038","McCowan Engineering Sch","651250005365","MSU","Gift Aid","MSU_GiftAid"
"3039","Maurer Piano Award","651250005370","MSU","Gift Aid","MSU_GiftAid"
"3042","Jonckheere Family Schola","651250005385","MSU","Gift Aid","MSU_GiftAid"
"3045","Pruente, Michael Scholar","651250005390","MSU","Gift Aid","MSU_GiftAid"
"3044","FAME Agriculture Schlrsp","651250005391","MSU","Gift Aid","MSU_GiftAid"
"3046","Osteo Med Scholarship","651250005395","MSU","Gift Aid","MSU_GiftAid"
"3046H","Cunningham Endowement","651250005396","MSU","Gift Aid","MSU_GiftAid"
"3046A","Olen D.O. Scholarship","651250005400","MSU","Gift Aid","MSU_GiftAid"
"3046B","Morris, Thomas & Kathlee","651250005405","MSU","Gift Aid","MSU_GiftAid"
"3046D","Loren Gettel Scholarship","651250005410","MSU","Gift Aid","MSU_GiftAid"
"3046F","Miller, Diane and Ronald","651250005415","MSU","Gift Aid","MSU_GiftAid"
"3046J","OM Schwartz Endowed","651250005416","MSU","Gift Aid","MSU_GiftAid"
"3046G","Atkinson, Barbara","651250005420","MSU","Gift Aid","MSU_GiftAid"
"3047","Neville, Fredrica Schlr","651250005425","MSU","Gift Aid","MSU_GiftAid"
"3050","College of Nursing Schol","651250005430","MSU","Gift Aid","MSU_GiftAid"
"3049","Timnick Student Initiativ","651250005432","MSU","Gift Aid","MSU_GiftAid"
"3052","Putnam Joyce & Jim","651250005435","MSU","Gift Aid","MSU_GiftAid"
"3056","Harris Lauren Scholrshp","651250005436","MSU","Gift Aid","MSU_GiftAid"
"3053","Skripka Scholarship","651250005437","MSU","Gift Aid","MSU_GiftAid"
"3054","MI Osteo College Fnd Sch","651250005440","MSU","Gift Aid","MSU_GiftAid"
"3055","Hayes-Talley Nurse","651250005445","MSU","Gift Aid","MSU_GiftAid"
"3057","McGregor George Econ Awd","651250005450","MSU","Gift Aid","MSU_GiftAid"
"3059","Cordier-Oloffson Schlshp","651250005455","MSU","Gift Aid","MSU_GiftAid"
"3775","Kruchten, Brad & Delores","651250005456","MSU","Gift Aid","MSU_GiftAid"
"3776","Michael Burdick BMB","651250005457","MSU","Gift Aid","MSU_GiftAid"
"3060","Study Aboard Endowed","651250005460","MSU","Gift Aid","MSU_GiftAid"
"3062","Oberg Florence End Schlr","651250005465","MSU","Gift Aid","MSU_GiftAid"
"3063","Troubalos, Victor","651250005470","MSU","Gift Aid","MSU_GiftAid"
"3064","Olrich Gerald Schlrship","651250005475","MSU","Gift Aid","MSU_GiftAid"
"3066","Osterman Char&Fran Schlr","651250005480","MSU","Gift Aid","MSU_GiftAid"
"3070","Osteo Med Dean","651250005485","MSU","Gift Aid","MSU_GiftAid"
"3070B","Osteo Med","651250005490","MSU","Gift Aid","MSU_GiftAid"
"3070E","Osteo Med Monson Warden","651250005500","MSU","Gift Aid","MSU_GiftAid"
"3071B","Persons With Disabilitie","651250005505","MSU","Gift Aid","MSU_GiftAid"
"3071E","Koch Memorial Scholarshi","651250005510","MSU","Gift Aid","MSU_GiftAid"
"3074","Park Endowed Scholarship","651250005520","MSU","Gift Aid","MSU_GiftAid"
"3072A","Jacobs Family Scholarship","651250005526","MSU","Gift Aid","MSU_GiftAid"
"3072D","Kent Family Scholarship","651250005527","MSU","Gift Aid","MSU_GiftAid"
"3076","60th Anniversary Endow","651250005595","MSU","Gift Aid","MSU_GiftAid"
"3077","Fleis Family Endowed","651250005596","MSU","Gift Aid","MSU_GiftAid"
"3078","Phillips, Richard Mem","651250005600","MSU","Gift Aid","MSU_GiftAid"
"3079","Neil, E.M. Scholarship","651250005601","MSU","Gift Aid","MSU_GiftAid"
"3078A","McCartney Scholarship","651250005605","MSU","Gift Aid","MSU_GiftAid"
"3078J","Math-Falk","651250005606","MSU","Gift Aid","MSU_GiftAid"
"3078D","Conlon Award","651250005610","MSU","Gift Aid","MSU_GiftAid"
"3078E","Spragg Award","651250005615","MSU","Gift Aid","MSU_GiftAid"
"3078H","Math-Harkness","651250005616","MSU","Gift Aid","MSU_GiftAid"
"3078F","Simon, Ronald & Mary","651250005620","MSU","Gift Aid","MSU_GiftAid"
"3078G","Math-Hestenes","651250005621","MSU","Gift Aid","MSU_GiftAid"
"3080","Patrick,Patricia & Miles","651250005625","MSU","Gift Aid","MSU_GiftAid"
"3081","Pringle CNS Alumni Assoc","651250005630","MSU","Gift Aid","MSU_GiftAid"
"3083","Parks, Delton & Dianne","651250005640","MSU","Gift Aid","MSU_GiftAid"
"3082","Goren Hershet Scholarship","651250005641","MSU","Gift Aid","MSU_GiftAid"
"3084","CNS Faculty/Staff Fund","651250005645","MSU","Gift Aid","MSU_GiftAid"
"3084A","Bentley George T","651250005650","MSU","Gift Aid","MSU_GiftAid"
"3084E","Nat Sci Legacy Sch","651250005655","MSU","Gift Aid","MSU_GiftAid"
"3085","Spence, Linda Endowed","651250005660","MSU","Gift Aid","MSU_GiftAid"
"3086","Parsons Nursing Award","651250005665","MSU","Gift Aid","MSU_GiftAid"
"3088","Polakowski Laura Award","651250005670","MSU","Gift Aid","MSU_GiftAid"
"3087","Delisa Scholarship","651250005671","MSU","Gift Aid","MSU_GiftAid"
"3089","Pelton, Maurice Schlrshp","651250005675","MSU","Gift Aid","MSU_GiftAid"
"3090","Nothstine,Florence Endow","651250005680","MSU","Gift Aid","MSU_GiftAid"
"3093","Keehner,William&Angeline","651250005685","MSU","Gift Aid","MSU_GiftAid"
"3092","Faulstick Packaging Endow","651250005686","MSU","Gift Aid","MSU_GiftAid"
"3094","Peabody Award","651250005690","MSU","Gift Aid","MSU_GiftAid"
"3095","Pitzer,Paul & Mavis End","651250005695","MSU","Gift Aid","MSU_GiftAid"
"3096D","Thomas Adams Memorial Sc","651250005700","MSU","Gift Aid","MSU_GiftAid"
"3096E","Physiology Meites Travel","651250005705","MSU","Gift Aid","MSU_GiftAid"
"3097","Polakowski,Ken & Shirley","651250005710","MSU","Gift Aid","MSU_GiftAid"
"3100","Park-Deavers Endowed","651250005715","MSU","Gift Aid","MSU_GiftAid"
"3101","Pontiac High School Sch","651250005720","MSU","Gift Aid","MSU_GiftAid"
"3105","Paselk, Darla Mem Schlr","651250005725","MSU","Gift Aid","MSU_GiftAid"
"3098","Eric Freedman Merit","651250005726","MSU","Gift Aid","MSU_GiftAid"
"3106","Plant, L C Schlrshp","651250005730","MSU","Gift Aid","MSU_GiftAid"
"3108","Parks & Recreation Schol","651250005735","MSU","Gift Aid","MSU_GiftAid"
